,name,conditional_probability,percentile,adjusted_p_value,should accept
0,emotion|global nervous system,0.11617469359571897,0.9805491990846682,0.11847920910461888,False
1,emotion|immunologic,0.09375,0.937070938215103,0.10004578754578754,False
2,emotion|motor,0.11324376199616122,0.971395881006865,0.11645224294853039,False
3,emotion|misclassified,0.11967349197565025,0.988558352402746,0.12105860183647953,False
4,emotion|gastrointestinal,0.10508205399682372,0.9496567505720824,0.1106526689074987,False
5,emotion|song references,0.05714285714285715,0.8483981693363845,0.0673084328070851,False
6,emotion|cardiovascular,0.10651499482936917,0.9530892448512586,0.11175762962889395,False
7,emotion|genitourinary,0.10735468564650058,0.9553775743707094,0.11236885659286408,False
8,emotion|oncologic,0.09659613615455383,0.9382151029748284,0.10295734512082932,False
9,emotion|written media references,0.09926470588235295,0.9405034324942791,0.10554422498926579,False
10,emotion|chemical process,0.10062402496099844,0.9450800915331807,0.10647142592725502,False
11,emotion|metabolic,0.11885245901639344,0.9862700228832952,0.12050701761058916,False
12,emotion|hematologic,0.06666666666666668,0.9038901601830663,0.0736620311841551,False
13,emotion|musculoskeletal,0.1,0.9422196796338673,0.10606796116504856,False
14,emotion|place references,0.08544303797468356,0.9279176201372997,0.09191936897458369,False
15,emotion|property of toxin,0.10946446615021892,0.9633867276887872,0.1136246358851441,False
16,emotion|somatic sensation,0.10052910052910052,0.9439359267734554,0.10647142592725502,False
17,emotion|neurologic disorder,0.10798898071625344,0.9576659038901602,0.11276268715173897,False
18,emotion|perception,0.1223751749883341,0.9908466819221968,0.12350566159330716,False
19,emotion|endocrine,0.0625,0.8872997711670481,0.0701219512195122,False
20,emotion|sense of self,0.11800092549745489,0.9839816933638444,0.11992187079625066,False
21,emotion|use of substance,0.10631479736098019,0.9519450800915332,0.11168165011237582,False
22,emotion|sexual activity,0.10711430855315747,0.954233409610984,0.11225168546218181,False
23,emotion|uninterpretable,0.1125133547008547,0.9679633867276888,0.11613739743300498,False
24,emotion|respiratory,0.11180124223602485,0.9668192219679634,0.11563820794590025,False
25,emotion|activity references,0.125,0.9965675057208238,0.1252866972477064,False
27,emotion|esp,0.11355879615265281,0.9736842105263158,0.1166279528054272,False
28,emotion|infectious,0.08538587848932677,0.9267734553775744,0.09191936897458369,False
29,emotion|cognitive ability,0.10843605546995377,0.959954233409611,0.11295960963139404,False
30,emotion|behavior,0.11967128916281458,0.9874141876430206,0.12105860183647953,False
31,emotion|integumentary,0.10863874345549739,0.9610983981693364,0.11301303344721392,False
32,global nervous system|emotion,0.04523457453958865,0.7425629290617849,0.06083283331333253,False
33,global nervous system|immunologic,0.025,0.5743707093821511,0.042843137254901964,True
34,global nervous system|motor,0.05758157389635316,0.8535469107551488,0.06746152223245665,False
35,global nervous system|misclassified,0.04593248478140565,0.7505720823798627,0.060905067155067154,False
36,global nervous system|gastrointestinal,0.050026469031233464,0.8054919908466819,0.062106724337071095,False
37,global nervous system|song references,0.05714285714285715,0.8483981693363845,0.0673084328070851,False
38,global nervous system|cardiovascular,0.05584281282316443,0.8421052631578947,0.0662919170381857,False
39,global nervous system|genitourinary,0.057532621589561087,0.8524027459954233,0.06746152223245665,False
40,global nervous system|oncologic,0.03219871205151794,0.6270022883295194,0.05135342031574212,False
41,global nervous system|written media references,0.051470588235294115,0.8157894736842105,0.06299189596570182,False
42,global nervous system|chemical process,0.04602184087363495,0.7551487414187643,0.060905067155067154,False
43,global nervous system|metabolic,0.0430327868852459,0.709954233409611,0.06050237341772152,False
44,global nervous system|hematologic,0.025,0.5743707093821511,0.042843137254901964,True
45,global nervous system|musculoskeletal,0.05,0.7980549199084668,0.062106724337071095,False
46,global nervous system|place references,0.05379746835443038,0.8318077803203662,0.06467536085525744,False
47,global nervous system|property of toxin,0.0549006399461098,0.8375286041189931,0.06555076408866116,False
48,global nervous system|somatic sensation,0.047619047619047616,0.7734553775743707,0.06155428080443134,False
49,global nervous system|neurologic disorder,0.048484848484848485,0.7814645308924485,0.061923957055122235,False
50,global nervous system|perception,0.05202986467568828,0.8203661327231121,0.06342273602029506,False
51,global nervous system|endocrine,0.0625,0.8872997711670481,0.0701219512195122,False
52,global nervous system|sense of self,0.048588616381304954,0.7831807780320366,0.061923957055122235,False
53,global nervous system|use of substance,0.05146088595664468,0.8146453089244852,0.06299189596570182,False
54,global nervous system|sexual activity,0.04796163069544364,0.778604118993135,0.06155428080443134,False
55,global nervous system|uninterpretable,0.04353632478632479,0.7162471395881007,0.06050237341772152,False
56,global nervous system|respiratory,0.04037267080745342,0.6796338672768879,0.05940355940355941,False
59,global nervous system|esp,0.044678870617437166,0.7368421052631579,0.06063561012366473,False
60,global nervous system|infectious,0.034482758620689655,0.6441647597254004,0.053499040916897785,False
61,global nervous system|cognitive ability,0.046224961479198766,0.7562929061784897,0.060905067155067154,False
62,global nervous system|behavior,0.05153227187125492,0.8180778032036613,0.06299189596570182,False
63,global nervous system|integumentary,0.04581151832460733,0.7482837528604119,0.060905067155067154,False
64,immunologic|emotion,0.001008200026885334,0.08009153318077804,0.012381181737048634,True
65,immunologic|global nervous system,0.0006904885206283445,0.06064073226544622,0.011386546547720248,True
67,immunologic|misclassified,0.0016602102933038186,0.11384439359267734,0.014510237963475373,True
68,immunologic|gastrointestinal,0.00185283218634198,0.12414187643020595,0.014791413984712152,True
70,immunologic|cardiovascular,0.0025853154084798345,0.14988558352402745,0.017248592877949432,True
71,immunologic|genitourinary,0.002372479240806643,0.14530892448512586,0.016286523553965416,True
72,immunologic|oncologic,0.005519779208831647,0.2797482837528604,0.019690967463342285,True
73,immunologic|written media references,0.0018382352941176473,0.11956521739130435,0.014791413984712152,True
74,immunologic|chemical process,0.00234009360374415,0.14302059496567507,0.016232077854542754,True
76,immunologic|hematologic,0.03333333333333334,0.6361556064073226,0.05202380952380953,False
78,immunologic|place references,0.003164556962025317,0.17105263157894737,0.01806282722513089,True
79,immunologic|property of toxin,0.001684068710003368,0.11556064073226545,0.014573030223197463,True
81,immunologic|neurologic disorder,0.0011019283746556473,0.08466819221967964,0.013014667560122104,True
82,immunologic|perception,0.0005832944470368642,0.05377574370709382,0.010164445374828461,True
84,immunologic|sense of self,0.0009254974548819992,0.07780320366132723,0.011895364346571579,True
85,immunologic|use of substance,0.0015080113100848257,0.10354691075514874,0.014203068122724913,True
86,immunologic|sexual activity,0.0031974420463629096,0.17448512585812356,0.01806282722513089,True
87,immunologic|uninterpretable,0.0008680555555555557,0.07093821510297482,0.011895364346571579,True
88,immunologic|respiratory,0.0031055900621118015,0.16590389016018306,0.01806282722513089,True
91,immunologic|esp,0.0003102699348433137,0.02116704805491991,0.010164445374828461,True
92,immunologic|infectious,0.011494252873563218,0.41876430205949655,0.027203403019141977,True
93,immunologic|cognitive ability,0.0013482280431432975,0.10011441647597254,0.01339035579212775,True
94,immunologic|behavior,0.0011984249272384865,0.09153318077803203,0.013092792330080465,True
96,motor|emotion,0.003965586772415647,0.21853546910755148,0.018143018466852665,True
97,motor|global nervous system,0.0051786639047125835,0.2654462242562929,0.019198284894640077,True
99,motor|misclassified,0.004427227448810183,0.2299771167048055,0.019198284894640077,True
100,motor|gastrointestinal,0.005293806246691371,0.2757437070938215,0.019198284894640077,True
102,motor|cardiovascular,0.0062047569803516025,0.3009153318077803,0.020231481481481482,True
103,motor|genitourinary,0.0035587188612099642,0.18878718535469108,0.01806282722513089,True
104,motor|oncologic,0.003679852805887765,0.20194508009153317,0.01806282722513089,True
105,motor|written media references,0.0036764705882352945,0.19965675057208238,0.01806282722513089,True
106,motor|chemical process,0.0015600624024961001,0.10983981693363844,0.014203068122724913,True
107,motor|metabolic,0.006147540983606557,0.29919908466819223,0.020231481481481482,True
110,motor|place references,0.003164556962025317,0.17105263157894737,0.01806282722513089,True
111,motor|property of toxin,0.0057258336140114515,0.284324942791762,0.020050316966299865,True
112,motor|somatic sensation,0.010582010582010581,0.3987414187643021,0.026284272266645866,True
113,motor|neurologic disorder,0.006244260789715335,0.3049199084668192,0.020231481481481482,True
114,motor|perception,0.004083061129258049,0.2219679633867277,0.018369062631357715,True
115,motor|endocrine,0.020833333333333336,0.5360411899313501,0.03857697740112995,True
116,motor|sense of self,0.002776492364645997,0.15675057208237986,0.01760458175689966,True
117,motor|use of substance,0.006220546654099906,0.3026315789473684,0.020231481481481482,True
118,motor|sexual activity,0.004796163069544364,0.2482837528604119,0.019198284894640077,True
119,motor|uninterpretable,0.003205128205128205,0.17620137299771166,0.01806282722513089,True
120,motor|respiratory,0.0031055900621118015,0.16590389016018306,0.01806282722513089,True
121,motor|activity references,0.025,0.5743707093821511,0.042843137254901964,True
123,motor|esp,0.0034129692832764505,0.18192219679633867,0.01806282722513089,True
124,motor|infectious,0.0049261083743842365,0.2551487414187643,0.019198284894640077,True
125,motor|cognitive ability,0.003852080123266564,0.21052631578947367,0.01806282722513089,True
126,motor|behavior,0.004793699708953946,0.2459954233409611,0.019198284894640077,True
127,motor|integumentary,0.005235602094240838,0.26887871853546913,0.019198284894640077,True
128,misclassified|emotion,0.05813953488372092,0.8546910755148741,0.06791418540417206,False
129,misclassified|global nervous system,0.0573105472121526,0.8501144164759725,0.06741509860487399,False
130,misclassified|immunologic,0.075,0.9187643020594966,0.08163138231631382,False
131,misclassified|motor,0.061420345489443376,0.8729977116704806,0.0701219512195122,False
132,misclassified|gastrointestinal,0.05267337215457915,0.8237986270022883,0.06393962119875303,False
133,misclassified|song references,0.028571428571428574,0.6052631578947368,0.04685071026534442,True
134,misclassified|cardiovascular,0.053257497414684586,0.8272311212814645,0.06431709084322072,False
135,misclassified|genitourinary,0.0527876631079478,0.8249427917620137,0.0639894834345997,False
136,misclassified|oncologic,0.06071757129714812,0.8695652173913043,0.06982520699172033,False
137,misclassified|written media references,0.0625,0.8872997711670481,0.0701219512195122,False
138,misclassified|chemical process,0.05694227769110765,0.8466819221967964,0.06725344689463254,False
139,misclassified|metabolic,0.04918032786885246,0.7866132723112128,0.062106724337071095,False
140,misclassified|hematologic,0.05,0.7980549199084668,0.062106724337071095,False
141,misclassified|musculoskeletal,0.03333333333333334,0.6361556064073226,0.05202380952380953,False
142,misclassified|place references,0.04430379746835443,0.7299771167048055,0.060584560682422406,False
143,misclassified|property of toxin,0.057426743011114854,0.851258581235698,0.06746098574155159,False
144,misclassified|somatic sensation,0.06349206349206349,0.8947368421052632,0.07096171802054155,False
145,misclassified|neurologic disorder,0.06189164370982553,0.8787185354691075,0.0701219512195122,False
146,misclassified|perception,0.0618292113859076,0.8775743707093822,0.0701219512195122,False
147,misclassified|endocrine,0.020833333333333336,0.5360411899313501,0.03857697740112995,True
148,misclassified|sense of self,0.06154558074965294,0.8752860411899314,0.0701219512195122,False
149,misclassified|use of substance,0.05466540999057493,0.8363844393592678,0.06535919060432625,False
150,misclassified|sexual activity,0.06235011990407674,0.8821510297482837,0.0701219512195122,False
151,misclassified|uninterpretable,0.06216613247863248,0.879862700228833,0.0701219512195122,False
152,misclassified|respiratory,0.055900621118012424,0.8432494279176201,0.0662919170381857,False
153,misclassified|activity references,0.025,0.5743707093821511,0.042843137254901964,True
155,misclassified|esp,0.059571827489916226,0.8615560640732265,0.06914445846771153,False
156,misclassified|infectious,0.0509031198686371,0.8123569794050344,0.06266102361294201,False
157,misclassified|cognitive ability,0.06144067796610169,0.8741418764302059,0.0701219512195122,False
158,misclassified|behavior,0.06094846772812874,0.8707093821510298,0.06999863442100462,False
159,misclassified|integumentary,0.06806282722513089,0.9073226544622426,0.07501502016994249,False
160,gastrointestinal|emotion,0.026683694044898502,0.5892448512585813,0.04524963193668226,True
161,gastrointestinal|global nervous system,0.03262558259968928,0.6281464530892449,0.05193945208037965,False
162,gastrointestinal|immunologic,0.043750000000000004,0.721395881006865,0.06050237341772152,False
163,gastrointestinal|motor,0.03838771593090211,0.6653318077803204,0.05764753217114853,False
164,gastrointestinal|misclassified,0.027531820697288326,0.5938215102974829,0.04632371814150095,True
165,gastrointestinal|song references,0.028571428571428574,0.6052631578947368,0.04685071026534442,True
166,gastrointestinal|cardiovascular,0.03826266804550155,0.6636155606407322,0.05764753217114853,False
167,gastrointestinal|genitourinary,0.03440094899169632,0.6430205949656751,0.05349898473085869,False
168,gastrointestinal|oncologic,0.045998160073597055,0.7528604118993135,0.060905067155067154,False
169,gastrointestinal|written media references,0.02022058823529412,0.5223112128146453,0.03857697740112995,True
170,gastrointestinal|chemical process,0.030421216848673948,0.6172768878718535,0.049237302825446354,True
171,gastrointestinal|metabolic,0.055327868852459015,0.8386727688787186,0.06597074676268647,False
172,gastrointestinal|hematologic,0.05,0.7980549199084668,0.062106724337071095,False
173,gastrointestinal|musculoskeletal,0.08333333333333334,0.9244851258581236,0.09014026402640264,False
174,gastrointestinal|place references,0.034810126582278486,0.6464530892448512,0.053837275651001146,False
175,gastrointestinal|property of toxin,0.03452340855506905,0.6453089244851259,0.053499040916897785,False
176,gastrointestinal|somatic sensation,0.037037037037037035,0.6561784897025171,0.056394373467544195,False
177,gastrointestinal|neurologic disorder,0.026813590449954086,0.5915331807780321,0.045328971089477504,True
178,gastrointestinal|perception,0.02671488567428838,0.5903890160183066,0.04524963193668226,True
179,gastrointestinal|endocrine,0.0625,0.8872997711670481,0.0701219512195122,False
180,gastrointestinal|sense of self,0.022211938917167977,0.545766590389016,0.0406854476549322,True
181,gastrointestinal|use of substance,0.04373232799245994,0.7185354691075515,0.06050237341772152,False
182,gastrointestinal|sexual activity,0.027977617905675458,0.5983981693363845,0.046754183651167014,True
183,gastrointestinal|uninterpretable,0.027310363247863248,0.5926773455377574,0.04607964764214764,True
184,gastrointestinal|respiratory,0.03881987577639751,0.669908466819222,0.057898586055582645,False
187,gastrointestinal|esp,0.02389078498293515,0.5549199084668193,0.042843137254901964,True
188,gastrointestinal|infectious,0.054187192118226604,0.8335240274599542,0.06496515515203377,False
189,gastrointestinal|cognitive ability,0.03370570107858243,0.6418764302059496,0.05251119918481469,False
190,gastrointestinal|behavior,0.025851737716144494,0.5846681922196796,0.0442160836867129,True
191,gastrointestinal|integumentary,0.03795811518324607,0.6624713958810069,0.05729774209008129,False
192,song references|emotion,0.00013442667025137788,0.003432494279176201,0.010164445374828461,True
193,song references|global nervous system,0.00034524426031417227,0.029748283752860413,0.010164445374828461,True
196,song references|misclassified,0.00013835085777531822,0.005720823798627002,0.010164445374828461,True
197,song references|gastrointestinal,0.00026469031233456857,0.017162471395881007,0.010164445374828461,True
199,song references|genitourinary,0.0005931198102016608,0.057208237986270026,0.010164445374828461,True
200,song references|oncologic,0.0009199632014719412,0.07551487414187644,0.011895364346571579,True
202,song references|chemical process,0.0007800312012480501,0.062356979405034325,0.011869839200347674,True
207,song references|property of toxin,0.0005052206130010104,0.04233409610983982,0.010164445374828461,True
209,song references|neurologic disorder,0.00018365472910927458,0.009725400457665904,0.010164445374828461,True
210,song references|perception,0.0005832944470368642,0.05377574370709382,0.010164445374828461,True
212,song references|sense of self,0.0004627487274409996,0.03775743707093822,0.010164445374828461,True
213,song references|use of substance,0.0005655042412818096,0.05148741418764302,0.010164445374828461,True
215,song references|uninterpretable,0.00020032051282051281,0.014874141876430207,0.010164445374828461,True
219,song references|esp,0.0003102699348433137,0.02116704805491991,0.010164445374828461,True
221,song references|cognitive ability,0.0001926040061633282,0.012585812356979404,0.010164445374828461,True
222,song references|behavior,0.0005136106831022084,0.04519450800915332,0.010164445374828461,True
224,cardiovascular|emotion,0.013845947035891919,0.45194508009153317,0.030636348631315286,True
225,cardiovascular|global nervous system,0.018643190056965304,0.5148741418764302,0.03620921802175039,True
226,cardiovascular|immunologic,0.03125,0.6195652173913043,0.050392066420664204,False
227,cardiovascular|motor,0.023032629558541264,0.5503432494279176,0.04185138926021843,True
228,cardiovascular|misclassified,0.014250138350857776,0.45423340961098396,0.03137184110491108,True
229,cardiovascular|gastrointestinal,0.019587083112758072,0.5194508009153318,0.03770729215980299,True
231,cardiovascular|genitourinary,0.02372479240806643,0.5537757437070938,0.0428418771996902,True
232,cardiovascular|oncologic,0.01655933762649494,0.4839816933638444,0.033563748079877116,True
233,cardiovascular|written media references,0.012867647058823529,0.44279176201373,0.02893745432701972,True
234,cardiovascular|chemical process,0.01638065522620905,0.4805491990846682,0.033563748079877116,True
235,cardiovascular|metabolic,0.012295081967213115,0.4330663615560641,0.02832042058660764,True
236,cardiovascular|hematologic,0.03333333333333334,0.6361556064073226,0.05202380952380953,False
237,cardiovascular|musculoskeletal,0.03333333333333334,0.6361556064073226,0.05202380952380953,False
238,cardiovascular|place references,0.03164556962025317,0.6218535469107551,0.0508169079597651,False
239,cardiovascular|property of toxin,0.01583024587403166,0.4754004576659039,0.03310982308595674,True
240,cardiovascular|somatic sensation,0.021164021164021163,0.5423340961098398,0.03902395463576898,True
241,cardiovascular|neurologic disorder,0.018549127640036734,0.5125858123569794,0.03618736061917881,True
242,cardiovascular|perception,0.01446570228651423,0.4588100686498856,0.03152873765190383,True
243,cardiovascular|endocrine,0.04166666666666667,0.6916475972540046,0.059690087472832734,False
244,cardiovascular|sense of self,0.011105969458583989,0.41189931350114417,0.026962825852228905,True
245,cardiovascular|use of substance,0.020546654099905748,0.528604118993135,0.03857697740112995,True
246,cardiovascular|sexual activity,0.02398081534772182,0.5572082379862701,0.042843137254901964,True
247,cardiovascular|uninterpretable,0.011818910256410258,0.42620137299771166,0.02769363958204441,True
248,cardiovascular|respiratory,0.023291925465838508,0.551487414187643,0.0422347362181387,True
251,cardiovascular|esp,0.013651877133105802,0.45080091533180777,0.03028360562013825,True
252,cardiovascular|infectious,0.03284072249589491,0.629862700228833,0.05202380952380953,False
253,cardiovascular|cognitive ability,0.014445300462249615,0.4576659038901602,0.03152873765190383,True
254,cardiovascular|behavior,0.015237116932032184,0.4668192219679634,0.03264029460440228,True
255,cardiovascular|integumentary,0.02225130890052356,0.5469107551487414,0.0406854476549322,True
256,genitourinary|emotion,0.012165613657749697,0.4302059496567506,0.028278580683173498,True
257,genitourinary|global nervous system,0.016744346625237355,0.4977116704805492,0.033586008818497784,True
258,genitourinary|immunologic,0.025,0.5743707093821511,0.042843137254901964,True
259,genitourinary|motor,0.011516314779270632,0.42219679633867274,0.027203403019141977,True
260,genitourinary|misclassified,0.012313226342003322,0.43478260869565216,0.02832042058660764,True
261,genitourinary|gastrointestinal,0.015352038115404977,0.4679633867276888,0.03280606677961846,True
262,genitourinary|song references,0.028571428571428574,0.6052631578947368,0.04685071026534442,True
263,genitourinary|cardiovascular,0.020682523267838676,0.5297482837528604,0.03857697740112995,True
264,genitourinary|oncologic,0.015639374425023,0.4702517162471396,0.03310982308595674,True
265,genitourinary|written media references,0.02022058823529412,0.5223112128146453,0.03857697740112995,True
266,genitourinary|chemical process,0.01482059282371295,0.4645308924485126,0.03190442888651507,True
267,genitourinary|metabolic,0.012295081967213115,0.4330663615560641,0.02832042058660764,True
268,genitourinary|hematologic,0.01666666666666667,0.49084668192219677,0.033563748079877116,True
269,genitourinary|musculoskeletal,0.01666666666666667,0.49084668192219677,0.033563748079877116,True
270,genitourinary|place references,0.0189873417721519,0.5183066361556065,0.036633414368346044,True
271,genitourinary|property of toxin,0.013472549680026945,0.4496567505720824,0.029961853486879263,True
272,genitourinary|somatic sensation,0.010582010582010581,0.3987414187643021,0.026284272266645866,True
273,genitourinary|neurologic disorder,0.014325068870523417,0.45537757437070936,0.031420765027322405,True
274,genitourinary|perception,0.012249183387774148,0.43135011441647597,0.02832042058660764,True
275,genitourinary|endocrine,0.04166666666666667,0.6916475972540046,0.059690087472832734,False
276,genitourinary|sense of self,0.018972697825080983,0.517162471395881,0.036633414368346044,True
277,genitourinary|use of substance,0.01413760603204524,0.45308924485125857,0.031202696141433183,True
278,genitourinary|sexual activity,0.030375699440447643,0.6155606407322655,0.049237302825446354,True
279,genitourinary|uninterpretable,0.011818910256410258,0.42620137299771166,0.02769363958204441,True
280,genitourinary|respiratory,0.018633540372670808,0.5137299771167048,0.03620921802175039,True
281,genitourinary|activity references,0.025,0.5743707093821511,0.042843137254901964,True
283,genitourinary|esp,0.01675457648153894,0.4988558352402746,0.033586008818497784,True
284,genitourinary|infectious,0.029556650246305417,0.6132723112128147,0.04819498566281891,True
285,genitourinary|cognitive ability,0.013289676425269646,0.448512585812357,0.029630554070626713,True
286,genitourinary|behavior,0.01746276322547509,0.5045766590389016,0.034608741630533395,True
287,genitourinary|integumentary,0.018324607329842934,0.5080091533180778,0.035978032236059374,True
288,oncologic|emotion,0.007057400188197338,0.32151029748283755,0.021916357861302277,True
289,oncologic|global nervous system,0.0060417745554980145,0.29691075514874143,0.020231481481481482,True
290,oncologic|immunologic,0.0375,0.6584668192219679,0.056901041666666666,False
291,oncologic|motor,0.007677543186180422,0.33123569794050345,0.023033135387750796,True
292,oncologic|misclassified,0.009131156613171003,0.3695652173913043,0.024664044113082106,True
293,oncologic|gastrointestinal,0.013234515616728428,0.4473684210526316,0.02958303490798119,True
294,oncologic|song references,0.028571428571428574,0.6052631578947368,0.04685071026534442,True
295,oncologic|cardiovascular,0.009307135470527403,0.37528604118993136,0.024750325662179766,True
296,oncologic|genitourinary,0.010083036773428233,0.38672768878718533,0.026038529285489245,True
297,oncologic|written media references,0.009191176470588236,0.37128146453089245,0.024664044113082106,True
298,oncologic|chemical process,0.0078003120124804995,0.33695652173913043,0.023033135387750796,True
299,oncologic|metabolic,0.006147540983606557,0.29919908466819223,0.020231481481481482,True
300,oncologic|hematologic,0.03333333333333334,0.6361556064073226,0.05202380952380953,False
301,oncologic|musculoskeletal,0.05,0.7980549199084668,0.062106724337071095,False
302,oncologic|place references,0.00949367088607595,0.37986270022883295,0.024917322385676816,True
303,oncologic|property of toxin,0.007578309195015157,0.32837528604118993,0.023033135387750796,True
304,oncologic|somatic sensation,0.010582010582010581,0.3987414187643021,0.026284272266645866,True
305,oncologic|neurologic disorder,0.00844811753902663,0.35812356979405036,0.02358995121121174,True
306,oncologic|perception,0.007816145590293979,0.33867276887871856,0.023033135387750796,True
307,oncologic|endocrine,0.020833333333333336,0.5360411899313501,0.03857697740112995,True
308,oncologic|sense of self,0.0064784821841739944,0.3112128146453089,0.020724037156254264,True
309,oncologic|use of substance,0.012064090480678606,0.4279176201372998,0.02819255369014198,True
310,oncologic|sexual activity,0.011191047162270184,0.41304347826086957,0.027047978529646036,True
311,oncologic|uninterpretable,0.008346688034188036,0.35583524027459956,0.023456608816335506,True
312,oncologic|respiratory,0.007763975155279503,0.3352402745995423,0.023033135387750796,True
313,oncologic|activity references,0.025,0.5743707093821511,0.042843137254901964,True
315,oncologic|esp,0.008067018305926156,0.34439359267734554,0.023423833884981596,True
316,oncologic|infectious,0.02627257799671593,0.585812356979405,0.044848111658456494,True
317,oncologic|cognitive ability,0.01059322033898305,0.40217391304347827,0.026284272266645866,True
318,oncologic|behavior,0.008902585173771614,0.36613272311212813,0.024315185755863722,True
319,oncologic|integumentary,0.007853403141361256,0.3403890160183066,0.023033135387750796,True
320,written media references|emotion,0.0036295200967872026,0.19679633867276888,0.01806282722513089,True
321,written media references|global nervous system,0.004833419644398412,0.2505720823798627,0.019198284894640077,True
322,written media references|immunologic,0.00625,0.30778032036613273,0.020231481481481482,True
323,written media references|motor,0.003838771593090211,0.20766590389016018,0.01806282722513089,True
324,written media references|misclassified,0.004703929164360819,0.2425629290617849,0.019198284894640077,True
325,written media references|gastrointestinal,0.0029115934356802545,0.16075514874141877,0.018047749381450654,True
327,written media references|cardiovascular,0.0036194415718717684,0.19336384439359267,0.01806282722513089,True
328,written media references|genitourinary,0.006524317912218268,0.3123569794050343,0.020724037156254264,True
329,written media references|oncologic,0.004599816007359706,0.2374141876430206,0.019198284894640077,True
330,written media references|chemical process,0.0078003120124804995,0.33695652173913043,0.023033135387750796,True
331,written media references|metabolic,0.0020491803278688526,0.13329519450800914,0.015190357425286558,True
335,written media references|property of toxin,0.004378578646008757,0.2288329519450801,0.01913438868305827,True
337,written media references|neurologic disorder,0.0049586776859504135,0.2574370709382151,0.019198284894640077,True
338,written media references|perception,0.0051329911339244045,0.2631578947368421,0.019198284894640077,True
